plot_ID,date_time,canopy_height_mean_plot,elevation_mean_plot,MAT_plot,MAP_plot,tree_cover_mean_plot,reiner_tree_cover_plot,fire_events_since_2001_plot,days_since_last_fire,reserve,site_ID,days_since_last_fire_site,fire_events_since_2001_site,MAP_site,MAT_site,elevation_site,tree_cover_site,reiner_tree_cover_site,canopy_height_site
JE_S01_P02,2024-02-21T11:26:52.594002Z,5.25120234489441,1196,19.15,549.9,27.6334619314774,15.8181818181818,0,8460,Jembisa,JE_S01,8460,0,549.9,19.15,1197.71666666667,24.0247405708857,8.83722943722944,4.46484196792861
JE_S01_P03,2024-02-21T12:33:11.599Z,4.05775256948951,1197.75,19.15,549.9,23.8966181770615,4.04545454545455,0,8460,Jembisa,JE_S01,8460,0,549.9,19.15,1197.71666666667,24.0247405708857,8.83722943722944,4.46484196792861
JE_S01_P04,2024-02-21T14:08:45.867001Z,3.23478867215189,1199.5,19.15,549.9,21.6325156309388,6.57142857142857,0,8460,Jembisa,JE_S01,8460,0,549.9,19.15,1197.71666666667,24.0247405708857,8.83722943722944,4.46484196792861
JE_S01_P05,2024-02-21T14:22:35.028999Z,3.62710262835026,1200.33333333333,19.15,549.9,21.0526741544406,6.52380952380952,0,8460,Jembisa,JE_S01,8460,0,549.9,19.15,1197.71666666667,24.0247405708857,8.83722943722944,4.46484196792861
JE_S02_P01,2024-02-22T09:09:43.544998Z,0.423531455311762,1227,18.95,527,3.13223700484504,6.68181818181818,0,8460,Jembisa,JE_S02,8460,0,527,18.95,1230.95,1.70351461146606,11.8917748917749,0.167378867578316
JE_S02_P02,2024-02-22T09:55:04.579Z,0.271453516727144,1229.25,18.95,527,3.97817530686205,16.2727272727273,0,8460,Jembisa,JE_S02,8460,0,527,18.95,1230.95,1.70351461146606,11.8917748917749,0.167378867578316
JE_S02_P03,2024-02-22T10:48:06.615Z,0.141909365852674,1230.5,18.95,527,1.40716074562321,8.0952380952381,0,8460,Jembisa,JE_S02,8460,0,527,18.95,1230.95,1.70351461146606,11.8917748917749,0.167378867578316
JE_S02_P04,2024-02-22T11:28:48.737999Z,0,1233,18.95,527,0,14.5,0,8460,Jembisa,JE_S02,8460,0,527,18.95,1230.95,1.70351461146606,11.8917748917749,0.167378867578316
JE_S02_P05,2024-02-22T12:00:56.363998Z,0,1235,18.95,527,0,13.9090909090909,0,8460,Jembisa,JE_S02,8460,0,527,18.95,1230.95,1.70351461146606,11.8917748917749,0.167378867578316
JE_S03_P01,2024-02-22T13:06:43.528Z,0.492192334891297,1269,18.55,543.3,4.87847344256006,6.42857142857143,0,8460,Jembisa,JE_S03,8460,0,543.3,18.55,1272.1,1.01546762888586,5.51168831168831,0.103976477166891
JE_S03_P02,2024-02-22T13:25:39.584999Z,0.0276900509431601,1270.5,18.55,543.3,0.198864701869232,8.27272727272727,0,8460,Jembisa,JE_S03,8460,0,543.3,18.55,1272.1,1.01546762888586,5.51168831168831,0.103976477166891
JE_S03_P03,2024-02-22T14:05:35.821999Z,0,1273,18.55,543.3,0,6.61904761904762,0,8460,Jembisa,JE_S03,8460,0,543.3,18.55,1272.1,1.01546762888586,5.51168831168831,0.103976477166891
JE_S03_P04,2024-02-22T14:25:24.697001Z,0,1274,18.55,543.3,0,2.76190476190476,0,8460,Jembisa,JE_S03,8460,0,543.3,18.55,1272.1,1.01546762888586,5.51168831168831,0.103976477166891
JE_S03_P05,2024-02-22T15:12:40.500Z,0,1274,18.55,543.3,0,3.47619047619048,0,8460,Jembisa,JE_S03,8460,0,543.3,18.55,1272.1,1.01546762888586,5.51168831168831,0.103976477166891
JE_S04_P01,2024-02-23T06:57:43.764999Z,10.5171146265098,1216,18.95,560,50.3294725418091,6.68181818181818,0,8460,Jembisa,JE_S04,8460,0,560,18.95,1218.1,22.7249070832191,4.92077922077922,4.32786830003379
JE_S04_P02,2024-02-23T08:31:43.533001Z,4.6202107835561,1217,18.95,560,29.3120037523054,6.28571428571429,0,8460,Jembisa,JE_S04,8460,0,560,18.95,1218.1,22.7249070832191,4.92077922077922,4.32786830003379
JE_S04_P03,2024-02-23T08:40:59.762001Z,2.26119663270021,1218,18.95,560,12.4365510777994,1.77272727272727,0,8460,Jembisa,JE_S04,8460,0,560,18.95,1218.1,22.7249070832191,4.92077922077922,4.32786830003379
JE_S04_P04,2024-02-23T09:26:04.990Z,0.698566629434936,1219,18.95,560,4.22577419131994,3,0,8460,Jembisa,JE_S04,8460,0,560,18.95,1218.1,22.7249070832191,4.92077922077922,4.32786830003379
JE_S04_P05,2024-02-23T10:28:07.740Z,3.54225282796792,1220.5,18.95,560,17.3207338528619,6.86363636363636,0,8460,Jembisa,JE_S04,8460,0,560,18.95,1218.1,22.7249070832191,4.92077922077922,4.32786830003379
JE_S05_P01,2024-02-23T12:09:43.047001Z,0.224177823889823,1190.5,19.2500000000001,530.3,1.96478138389509,4.04545454545455,0,8460,Jembisa,JE_S05,8460,0,530.3,19.2500000000001,1191.6,14.1515388939696,9.17844908714474,2.85985714829012
JE_S05_P02,2024-02-23T12:33:57.999001Z,0.706948789924023,1190.75,19.2500000000001,530.3,8.17320505183571,2.65217391304348,0,8460,Jembisa,JE_S05,8460,0,530.3,19.2500000000001,1191.6,14.1515388939696,9.17844908714474,2.85985714829012
JE_S05_P03,2024-02-23T13:13:16.384001Z,0.872212822165404,1192,19.2500000000001,530.3,8.22512949173424,12.304347826087,0,8460,Jembisa,JE_S05,8460,0,530.3,19.2500000000001,1191.6,14.1515388939696,9.17844908714474,2.85985714829012
JE_S05_P04,2024-02-23T14:15:18.289Z,7.01619819318876,1192.75,19.2500000000001,530.3,29.955726981163,16.6521739130435,0,8460,Jembisa,JE_S05,8460,0,530.3,19.2500000000001,1191.6,14.1515388939696,9.17844908714474,2.85985714829012
JE_S05_P05,2024-02-23T15:15:02.910Z,5.47974811228258,1192,19.2500000000001,530.3,22.4388515612199,10.2380952380952,0,8460,Jembisa,JE_S05,8460,0,530.3,19.2500000000001,1191.6,14.1515388939696,9.17844908714474,2.85985714829012
WI_S01_P01,2024-02-24T06:24:19.187Z,3.34077109183584,1164,19.45,583.1,16.5039653323946,6.59090909090909,0,8460,Willowisp,WI_S01,8460,0,582.44,19.45,1161.88333333333,12.3673049282383,5.44534062428799,2.14416899025118
WI_S01_P02,2024-02-24T07:14:06.843Z,0.835130320353942,1162.75,19.45,583.1,5.28175084563819,3.9047619047619,0,8460,Willowisp,WI_S01,8460,0,582.44,19.45,1161.88333333333,12.3673049282383,5.44534062428799,2.14416899025118
WI_S01_P03,2024-02-24T08:31:19.040001Z,1.84633424776522,1162,19.45,583.1,8.30066918243061,4.71428571428571,0,8460,Willowisp,WI_S01,8460,0,582.44,19.45,1161.88333333333,12.3673049282383,5.44534062428799,2.14416899025118
WI_S01_P04,2024-02-24T09:50:03.102Z,3.1348184093833,1160.66666666667,19.45,583.1,19.0127883911133,8.78947368421053,0,8460,Willowisp,WI_S01,8460,0,582.44,19.45,1161.88333333333,12.3673049282383,5.44534062428799,2.14416899025118
WI_S01_P05,2024-02-24T10:36:48.387001Z,1.56379088191759,1160,19.45,579.8,12.7373508896147,3.22727272727273,0,8460,Willowisp,WI_S01,8460,0,582.44,19.45,1161.88333333333,12.3673049282383,5.44534062428799,2.14416899025118
WI_S02_P01,2024-02-24T12:05:00.032Z,5.91856111160347,1158,19.45,576.5,26.8666385752814,1.76190476190476,0,8460,Willowisp,WI_S02,8460,0,576.5,19.45,1162.75,29.6527058848313,3.93004329004329,5.62627101388006
WI_S02_P02,2024-02-24T12:27:29.601Z,1.8265836921831,1160.5,19.45,576.5,14.2652790248394,5.80952380952381,0,8460,Willowisp,WI_S02,8460,0,576.5,19.45,1162.75,29.6527058848313,3.93004329004329,5.62627101388006
WI_S02_P03,2024-02-24T13:33:09.516Z,10.8053067525228,1163,19.45,576.5,52.6177301860991,6.33333333333333,0,8460,Willowisp,WI_S02,8460,0,576.5,19.45,1162.75,29.6527058848313,3.93004329004329,5.62627101388006
WI_S02_P04,2024-02-24T14:40:21.716999Z,4.11495552460353,1164.75,19.45,576.5,23.6422665459769,2.04545454545455,0,8460,Willowisp,WI_S02,8460,0,576.5,19.45,1162.75,29.6527058848313,3.93004329004329,5.62627101388006
WI_S02_P05,2024-02-24T15:26:48.529999Z,5.46594798848743,1167.5,19.45,576.5,30.8716150919596,3.7,0,8460,Willowisp,WI_S02,8460,0,576.5,19.45,1162.75,29.6527058848313,3.93004329004329,5.62627101388006
WI_S03_P01,2024-02-25T06:00:16.968Z,22.7385035923549,1196,19.2500000000001,559.8,86.2611972263881,0,0,8460,Willowisp,WI_S03,8460,0,559.8,19.2500000000001,1200.9,71.0521984209014,4.5978354978355,17.912987430169
WI_S03_P02,2024-02-25T06:38:51.618999Z,11.3500822657033,1200.5,19.2500000000001,559.8,70.2243487207513,3.76190476190476,0,8460,Willowisp,WI_S03,8460,0,559.8,19.2500000000001,1200.9,71.0521984209014,4.5978354978355,17.912987430169
WI_S03_P03,2024-02-25T07:35:18.033001Z,16.2489860382947,1203,19.2500000000001,559.8,65.6658043427901,4.14285714285714,0,8460,Willowisp,WI_S03,8460,0,559.8,19.2500000000001,1200.9,71.0521984209014,4.5978354978355,17.912987430169
WI_S03_P04,2024-02-25T08:13:43.297001Z,17.5412494928941,1203,19.2500000000001,559.8,61.0942007147748,7.22727272727273,0,8460,Willowisp,WI_S03,8460,0,559.8,19.2500000000001,1200.9,71.0521984209014,4.5978354978355,17.912987430169
WI_S03_P05,2024-02-25T08:57:01.628Z,21.686115761598,1202,19.2500000000001,559.8,72.0154410998027,7.85714285714286,0,8460,Willowisp,WI_S03,8460,0,559.8,19.2500000000001,1200.9,71.0521984209014,4.5978354978355,17.912987430169
WI_S04_P01,2024-02-25T10:15:46.113998Z,3.0398065187037,1163,19.45,570,16.9044099163264,1.27272727272727,0,8460,Willowisp,WI_S04,8460,0,570,19.45,1165.65,27.0592330283104,4.18073969508752,5.14657450655387
WI_S04_P02,2024-02-25T10:50:09.180Z,8.96288023960023,1163,19.45,570,44.2240372944091,3.28571428571429,0,8460,Willowisp,WI_S04,8460,0,570,19.45,1165.65,27.0592330283104,4.18073969508752,5.14657450655387
WI_S04_P03,2024-02-25T11:46:28.671Z,6.53972365033059,1164.75,19.45,570,34.0408887409029,5.95,0,8460,Willowisp,WI_S04,8460,0,570,19.45,1165.65,27.0592330283104,4.18073969508752,5.14657450655387
WI_S04_P04,2024-02-25T12:22:52.090Z,3.20785716850133,1168,19.45,570,17.2993978063266,7.09090909090909,0,8460,Willowisp,WI_S04,8460,0,570,19.45,1165.65,27.0592330283104,4.18073969508752,5.14657450655387
WI_S04_P05,2024-02-25T13:11:57.509998Z,3.98260495563348,1169.5,19.45,570,22.8274313835871,3.30434782608696,0,8460,Willowisp,WI_S04,8460,0,570,19.45,1165.65,27.0592330283104,4.18073969508752,5.14657450655387
WI_S05_P01,2024-02-25T14:20:47.159Z,9.32623853398995,1176,19.3500000000001,564.9,44.2287285653028,1.72727272727273,0,8460,Willowisp,WI_S05,8460,0,557.7,19.3,1177.15,36.4345889903684,3.99004329004329,6.72733313586828
WI_S05_P02,2024-02-25T14:35:19.115Z,9.31250384720889,1176.75,19.2500000000001,559.8,46.5399228876287,7.33333333333333,0,8460,Willowisp,WI_S05,8460,0,557.7,19.3,1177.15,36.4345889903684,3.99004329004329,6.72733313586828
WI_S05_P03,2024-02-25T15:09:52.013Z,5.67873383509485,1176,19.2500000000001,559.8,32.8592006281803,5.57142857142857,0,8460,Willowisp,WI_S05,8460,0,557.7,19.3,1177.15,36.4345889903684,3.99004329004329,6.72733313586828
WI_S05_P04,2024-02-25T15:55:51.634998Z,6.50034366197707,1178,19.3,554.6,40.1405766350882,3.31818181818182,0,8460,Willowisp,WI_S05,8460,0,557.7,19.3,1177.15,36.4345889903684,3.99004329004329,6.72733313586828
WI_S05_P05,2024-02-25T16:21:39.578999Z,2.81884580107062,1179,19.35,549.4,18.4045162356418,2,0,8460,Willowisp,WI_S05,8460,0,557.7,19.3,1177.15,36.4345889903684,3.99004329004329,6.72733313586828
SY_S01_P01,2024-02-27T12:18:05.359Z,0.0284922816183256,1502,17.2500000000001,708.1,0.328116020430689,0,3,3792,Syringa sands,SY_S01,3792,3,707.89,17.11,1504.65,6.45419199183379,1.75151515151515,1.41120229949363
SY_S01_P02,2024-02-27T13:14:53.132Z,0,1503,17.15,707.95,0.0517164306207137,0,3,3792,Syringa sands,SY_S01,3792,3,707.89,17.11,1504.65,6.45419199183379,1.75151515151515,1.41120229949363
SY_S01_P03,2024-02-27T13:56:31.028Z,0.0694081993265586,1504.25,17.05,707.8,0.766667191277851,1.09090909090909,3,3792,Syringa sands,SY_S01,3792,3,707.89,17.11,1504.65,6.45419199183379,1.75151515151515,1.41120229949363
SY_S01_P04,2024-02-27T14:43:08.912Z,0.0229442616303762,1507,17.05,707.8,0.183554093043009,0,3,3792,Syringa sands,SY_S01,3792,3,707.89,17.11,1504.65,6.45419199183379,1.75151515151515,1.41120229949363
SY_S01_P05,2024-02-27T15:46:26.127001Z,6.9351667548929,1507,17.05,707.8,30.9409062237967,7.66666666666667,3,3792,Syringa sands,SY_S01,3792,3,707.89,17.11,1504.65,6.45419199183379,1.75151515151515,1.41120229949363
SY_S02_P01,2024-02-28T06:12:10.987Z,0.132003087378842,1419,17.65,710.7,2.0415878255582,0.666666666666667,2,3790,Syringa sands,SY_S02,3790,2,710.7,17.65,1424.6,21.0983489552295,8.34989648033126,4.90209762108391
SY_S02_P02,2024-02-28T06:47:58.949001Z,0.977581229238283,1422,17.65,710.7,5.09279664641335,1.95238095238095,2,3790,Syringa sands,SY_S02,3790,2,710.7,17.65,1424.6,21.0983489552295,8.34989648033126,4.90209762108391
SY_S02_P03,2024-02-28T07:54:18.589001Z,3.82002829557115,1423,17.65,710.7,25.6106545166536,8.1304347826087,2,3790,Syringa sands,SY_S02,3790,2,710.7,17.65,1424.6,21.0983489552295,8.34989648033126,4.90209762108391
SY_S02_P04,2024-02-28T08:36:09.478Z,7.74003807135991,1428,17.65,710.7,33.0483890544801,15,2,3790,Syringa sands,SY_S02,3790,2,710.7,17.65,1424.6,21.0983489552295,8.34989648033126,4.90209762108391
SY_S02_P05,2024-02-28T09:20:17.934999Z,11.8408374218714,1431,17.65,710.7,39.6983167330424,16,2,3790,Syringa sands,SY_S02,3790,2,710.7,17.65,1424.6,21.0983489552295,8.34989648033126,4.90209762108391
SY_S03_P01,2024-02-28T11:43:32.794998Z,0.0702976770699024,1504.66666666667,17.05,708.5,0.704338380694389,0,2,3793,Syringa sands,SY_S03,3902.5,1.9,708.5,17.05,1501.56666666667,12.568175708538,0.824675324675325,1.84396079751288
SY_S03_P02,2024-02-28T12:14:06.462Z,0.12333843449042,1502.66666666667,17.05,708.5,1.30102959700993,0,2,3793,Syringa sands,SY_S03,3902.5,1.9,708.5,17.05,1501.56666666667,12.568175708538,0.824675324675325,1.84396079751288
SY_S03_P03,2024-02-28T12:48:16.221001Z,2.65030397407033,1501,17.05,708.5,11.9403054118156,0.409090909090909,2,3793,Syringa sands,SY_S03,3902.5,1.9,708.5,17.05,1501.56666666667,12.568175708538,0.824675324675325,1.84396079751288
SY_S03_P04,2024-02-28T13:56:35.208Z,0.75941465087235,1500,17.05,708.5,7.87807956933975,0,2,3793,Syringa sands,SY_S03,3902.5,1.9,708.5,17.05,1501.56666666667,12.568175708538,0.824675324675325,1.84396079751288
SY_S03_P05,2024-02-28T14:36:04.407Z,5.61644925106139,1499.5,17.05,708.5,41.0171255838303,3.71428571428571,1.5,4340.5,Syringa sands,SY_S03,3902.5,1.9,708.5,17.05,1501.56666666667,12.568175708538,0.824675324675325,1.84396079751288
SY_S04_P01,2024-02-28T15:35:08.118Z,1.40255222537301,1444.5,17.45,716.2,5.60458410395817,3.63636363636364,1,4888,Syringa sands,SY_S04,4888,1,716.2,17.45,1442.25,45.1942770553164,27.8156785243742,23.9138460634075
SY_S04_P02,2024-02-28T15:56:25.118Z,10.9079722166061,1444,17.45,716.2,23.2055501767567,8.60869565217391,1,4888,Syringa sands,SY_S04,4888,1,716.2,17.45,1442.25,45.1942770553164,27.8156785243742,23.9138460634075
SY_S04_P03,,13.6452913170769,1442.75,17.45,716.2,36.8787017776853,7.5,1,4888,Syringa sands,SY_S04,4888,1,716.2,17.45,1442.25,45.1942770553164,27.8156785243742,23.9138460634075
SY_S05_P01,2024-02-29T06:08:07.227Z,1.27060620832656,1467.5,17.4,720.7,10.7240324252551,8.45454545454546,1,4887,Syringa sands,SY_S05,4887,1,720.7,17.4,1468.1,5.78440471007735,2.995670995671,0.79739329374359
SY_S05_P02,2024-02-29T06:32:59.466Z,1.04979740120471,1468,17.4,720.7,6.97481406927109,3.33333333333333,1,4887,Syringa sands,SY_S05,4887,1,720.7,17.4,1468.1,5.78440471007735,2.995670995671,0.79739329374359
SY_S05_P03,2024-02-29T07:01:07.528Z,0.393935722383586,1468,17.4,720.7,3.61487027469345,0,1,4887,Syringa sands,SY_S05,4887,1,720.7,17.4,1468.1,5.78440471007735,2.995670995671,0.79739329374359
SY_S05_P04,2024-02-29T07:38:53.807999Z,1.14083717692466,1468,17.4,720.7,6.30425278345744,3.19047619047619,1,4887,Syringa sands,SY_S05,4887,1,720.7,17.4,1468.1,5.78440471007735,2.995670995671,0.79739329374359
SY_S05_P05,2024-02-29T08:13:13.939Z,0.131789959878439,1469,17.4,720.7,1.30405399770964,0,1,4887,Syringa sands,SY_S05,4887,1,720.7,17.4,1468.1,5.78440471007735,2.995670995671,0.79739329374359
SY_S04_P04,2024-02-29T09:42:17.341Z,33.4086143856957,1440.5,17.45,716.2,68.0226738339379,34.8571428571429,1,4888,Syringa sands,SY_S04,4888,1,716.2,17.45,1442.25,45.1942770553164,27.8156785243742,23.9138460634075
SY_S04_P05,2024-02-29T10:07:30.746Z,60.2048001722856,1439.5,17.45,716.2,92.2598753842441,84.4761904761905,1,4888,Syringa sands,SY_S04,4888,1,716.2,17.45,1442.25,45.1942770553164,27.8156785243742,23.9138460634075
SU_S01_P01,2024-03-01T12:33:56.379002Z,1.29185273077177,1357,18.35,607.7,11.8366169229798,2.45454545454545,0,8460,Summerplace,SU_S01,8460,0,607.7,18.35,1357.9,24.0610592234564,10.9300504224989,4.96958059576455
SU_S01_P02,2024-03-01T13:28:07.330Z,3.09009570361708,1356.5,18.35,607.7,16.916442359205,9.47619047619048,0,8460,Summerplace,SU_S01,8460,0,607.7,18.35,1357.9,24.0610592234564,10.9300504224989,4.96958059576455
SU_S01_P03,2024-03-01T15:03:08.026Z,11.0870844433931,1358,18.35,607.7,45.3741489973935,21.2608695652174,0,8460,Summerplace,SU_S01,8460,0,607.7,18.35,1357.9,24.0610592234564,10.9300504224989,4.96958059576455
SU_S01_P04,2024-03-01T15:36:04.941Z,4.49381071108986,1358.5,18.35,607.7,22.9502841220661,9.14285714285714,0,8460,Summerplace,SU_S01,8460,0,607.7,18.35,1357.9,24.0610592234564,10.9300504224989,4.96958059576455
SU_S01_P05,2024-03-01T16:28:36.304001Z,4.88505938995097,1359.5,18.35,607.7,23.2278037156378,12.3157894736842,0,8460,Summerplace,SU_S01,8460,0,607.7,18.35,1357.9,24.0610592234564,10.9300504224989,4.96958059576455
SU_S02_P01,2024-03-02T06:17:44.512001Z,6.29025866304125,1323.25,18.55,587.6,16.8000828765688,10,1,6728,Summerplace,SU_S02,6728,1,594.85,18.6,1323.25,8.22314572952914,5.61547619047619,2.92993730700764
SU_S02_P02,2024-03-02T06:41:54.463001Z,8.07006426084609,1323,18.55,587.6,21.2109356256468,5.45833333333333,1,6728,Summerplace,SU_S02,6728,1,594.85,18.6,1323.25,8.22314572952914,5.61547619047619,2.92993730700764
SU_S02_P03,2024-03-02T07:02:46.284Z,0,1322.5,18.6,594.85,0,4.71428571428571,1,6728,Summerplace,SU_S02,6728,1,594.85,18.6,1323.25,8.22314572952914,5.61547619047619,2.92993730700764
SU_S02_P04,2024-03-02T09:15:28.440001Z,0,1324.5,18.65,602.1,0,0,1,6728,Summerplace,SU_S02,6728,1,594.85,18.6,1323.25,8.22314572952914,5.61547619047619,2.92993730700764
SU_S02_P05,2024-03-02T10:01:54.220001Z,0.289363611150872,1323,18.65,602.1,3.10471014543013,7.90476190476191,1,6728,Summerplace,SU_S02,6728,1,594.85,18.6,1323.25,8.22314572952914,5.61547619047619,2.92993730700764
SU_S03_P01,2024-03-02T11:32:25.094Z,0,1350,18.35,640.7,0,6.13636363636364,0,8460,Summerplace,SU_S03,8460,0,640.7,18.35,1353.9,0.181236796426986,5.36398268398268,0.0221168675892321
SU_S03_P02,2024-03-02T12:09:18.062Z,0,1352,18.35,640.7,0,1.23809523809524,0,8460,Summerplace,SU_S03,8460,0,640.7,18.35,1353.9,0.181236796426986,5.36398268398268,0.0221168675892321
SU_S03_P03,2024-03-02T13:04:46.313999Z,0.0348889231681824,1353.5,18.35,640.7,0.279111385345459,0,0,8460,Summerplace,SU_S03,8460,0,640.7,18.35,1353.9,0.181236796426986,5.36398268398268,0.0221168675892321
