plot_ID,date_time,canopy_height_plot,elevation_plot,mat_plot,map_plot,tree_cover_plot,reiner_tree_cover_plot,reserve,site_ID,canopy_height_site,elevation_site,mat_site,map_site,tree_cover_site,reiner_tree_cover_site
WI_S03_P04,2024-02-25T08:13:43.297001Z,17.4846210479736,1203.9853515625,19.25,559.799987792969,61.0172843933106,7.77722311019898,Willowisp,WI_S03,17.9772756576538,1200.30874023437,19.25,559.799987792969,71.0034736633301,4.81187183591537
WI_S03_P05,2024-02-25T08:57:01.628Z,21.7335338592529,1201.83996582031,19.25,559.799987792969,72.755485534668,7.90075349807739,Willowisp,WI_S03,17.9772756576538,1200.30874023437,19.25,559.799987792969,71.0034736633301,4.81187183591537
WI_S04_P01,2024-02-25T10:15:46.113998Z,3.52181911468506,1161.46008300781,19.4500007629395,570,18.8818893432617,2.07880210876465,Willowisp,WI_S04,5.30680775642395,1165.99094238281,19.45,570,27.5784156799316,4.64184417724609
WI_S04_P02,2024-02-25T10:50:09.180Z,9.09342956542969,1162.81591796875,19.4500007629395,570,43.9375152587891,3.25292992591858,Willowisp,WI_S04,5.30680775642395,1165.99094238281,19.45,570,27.5784156799316,4.64184417724609
WI_S04_P03,2024-02-25T11:46:28.671Z,6.86982297897339,1167.02307128906,19.4499988555908,570,34.9514884948731,6.66279125213623,Willowisp,WI_S04,5.30680775642395,1165.99094238281,19.45,570,27.5784156799316,4.64184417724609
WI_S04_P04,2024-02-25T12:22:52.090Z,3.16632270812988,1167.66284179688,19.4500007629395,570,17.1680278778076,7.83914613723755,Willowisp,WI_S04,5.30680775642395,1165.99094238281,19.45,570,27.5784156799316,4.64184417724609
WI_S04_P05,2024-02-25T13:11:57.509998Z,3.88264441490173,1170.99279785156,19.4499988555908,570,22.9531574249268,3.37555146217346,Willowisp,WI_S04,5.30680775642395,1165.99094238281,19.45,570,27.5784156799316,4.64184417724609
WI_S05_P01,2024-02-25T14:20:47.159Z,9.22355651855469,1176,19.3596382141113,565.391540527344,43.5268440246582,2.23900294303894,Willowisp,WI_S05,6.71310229301453,1177.30458984375,19.2950603485107,558.512487792969,36.2172164916992,4.32875924110413
WI_S05_P02,2024-02-25T14:35:19.115Z,9.50113964080811,1175.58898925781,19.25,559.799987792969,46.6870002746582,7.46238088607788,Willowisp,WI_S05,6.71310229301453,1177.30458984375,19.2950603485107,558.512487792969,36.2172164916992,4.32875924110413
WI_S05_P03,2024-02-25T15:09:52.013Z,5.51851272583008,1177.63952636719,19.25,559.799987792969,32.9036636352539,5.41266679763794,Willowisp,WI_S05,6.71310229301453,1177.30458984375,19.2950603485107,558.512487792969,36.2172164916992,4.32875924110413
WI_S05_P04,2024-02-25T15:55:51.634998Z,6.59736251831055,1178,19.2656631469727,558.1708984375,39.7951393127441,3.83384919166565,Willowisp,WI_S05,6.71310229301453,1177.30458984375,19.2950603485107,558.512487792969,36.2172164916992,4.32875924110413
WI_S05_P05,2024-02-25T16:21:39.578999Z,2.72494006156921,1179.29443359375,19.3500003814697,549.400024414063,18.1734352111816,2.69589638710022,Willowisp,WI_S05,6.71310229301453,1177.30458984375,19.2950603485107,558.512487792969,36.2172164916992,4.32875924110413
SY_S01_P01,2024-02-27T12:18:05.359Z,0.0447591543197632,1501.58044433594,17.25,708.100036621094,0.470152199268341,0,Syringa Sands,SY_S01,1.39676089808345,1504.474609375,17.1167694091797,707.900146484375,6.5015017695725,1.8387681722641
SY_S01_P02,2024-02-27T13:14:53.132Z,0,1502.99987792969,17.1838474273682,708.000732421875,0.0574983097612858,0,Syringa Sands,SY_S01,1.39676089808345,1504.474609375,17.1167694091797,707.900146484375,6.5015017695725,1.8387681722641
SY_S01_P03,2024-02-27T13:56:31.028Z,0.115603655576706,1504.63562011719,17.0500011444092,707.799987792969,1.20344805717468,1.56069934368134,Syringa Sands,SY_S01,1.39676089808345,1504.474609375,17.1167694091797,707.900146484375,6.5015017695725,1.8387681722641
SY_S01_P04,2024-02-27T14:43:08.912Z,0.0211245380342007,1505.53515625,17.0499992370605,707.799987792969,0.210913836956024,0,Syringa Sands,SY_S01,1.39676089808345,1504.474609375,17.1167694091797,707.900146484375,6.5015017695725,1.8387681722641
SY_S01_P05,2024-02-27T15:46:26.127001Z,6.80231714248657,1507.62194824219,17.0499992370605,707.799987792969,30.5654964447022,7.63314151763916,Syringa Sands,SY_S01,1.39676089808345,1504.474609375,17.1167694091797,707.900146484375,6.5015017695725,1.8387681722641
SY_S02_P01,2024-02-28T06:12:10.987Z,0.524024188518524,1419.77319335938,17.6499996185303,710.699951171875,3.40393233299255,0.501394033432007,Syringa Sands,SY_S02,5.19522103071213,1424.38129882813,17.6499996185303,710.699975585938,21.7831902980804,7.7682740688324
SY_S02_P02,2024-02-28T06:47:58.949001Z,1.0593683719635,1421.6904296875,17.6499996185303,710.699951171875,5.43100833892822,1.49867677688599,Syringa Sands,SY_S02,5.19522103071213,1424.38129882813,17.6499996185303,710.699975585938,21.7831902980804,7.7682740688324
SY_S02_P03,2024-02-28T07:54:18.589001Z,3.65590763092041,1423,17.6499996185303,710.700012207031,25.1621608734131,7.96483945846558,Syringa Sands,SY_S02,5.19522103071213,1424.38129882813,17.6499996185303,710.699975585938,21.7831902980804,7.7682740688324
SY_S02_P04,2024-02-28T08:36:09.478Z,8.80435752868652,1426.54846191406,17.6499996185303,710.700012207031,34.9632568359375,12.4626131057739,Syringa Sands,SY_S02,5.19522103071213,1424.38129882813,17.6499996185303,710.699975585938,21.7831902980804,7.7682740688324
SY_S02_P05,2024-02-28T09:20:17.934999Z,11.9324474334717,1430.89440917969,17.6499996185303,710.699951171875,39.9555931091309,16.4138469696045,Syringa Sands,SY_S02,5.19522103071213,1424.38129882813,17.6499996185303,710.699975585938,21.7831902980804,7.7682740688324
SY_S03_P01,2024-02-28T11:43:32.794998Z,0.0931715220212936,1505.86950683594,17.0499992370605,708.5,0.755338072776794,0,Syringa Sands,SY_S03,1.93978273570538,1501.70251464844,17.0499996185303,708.5,12.9906992197037,0.890175938606262
SY_S03_P02,2024-02-28T12:14:06.462Z,0.456739664077759,1502.32458496094,17.0499992370605,708.5,2.16801619529724,0,Syringa Sands,SY_S03,1.93978273570538,1501.70251464844,17.0499996185303,708.5,12.9906992197037,0.890175938606262
SY_S03_P03,2024-02-28T12:48:16.221001Z,2.44890403747559,1500.61657714844,17.0500011444092,708.5,11.4703512191772,0.598637938499451,Syringa Sands,SY_S03,1.93978273570538,1501.70251464844,17.0499996185303,708.5,12.9906992197037,0.890175938606262
SY_S03_P04,2024-02-28T13:56:35.208Z,0.8514284491539,1499.99987792969,17.0499992370605,708.5,8.39777660369873,0,Syringa Sands,SY_S03,1.93978273570538,1501.70251464844,17.0499996185303,708.5,12.9906992197037,0.890175938606262
SY_S03_P05,2024-02-28T14:36:04.407Z,5.84867000579834,1499.70202636719,17.0499992370605,708.5,42.1620140075684,3.85224175453186,Syringa Sands,SY_S03,1.93978273570538,1501.70251464844,17.0499996185303,708.5,12.9906992197037,0.890175938606262
SY_S04_P01,2024-02-28T15:35:08.118Z,1.45873391628265,1446.20581054688,17.4500007629395,716.200012207031,5.54675531387329,3.25150442123413,Syringa Sands,SY_S04,23.6209582090378,1443.69174804688,17.4500003814697,716.200012207031,45.0916642189026,28.527889919281
SY_S04_P02,2024-02-28T15:56:25.118Z,9.97803115844727,1445.37219238281,17.4500007629395,716.200012207031,21.7441730499268,9.12600040435791,Syringa Sands,SY_S04,23.6209582090378,1443.69174804688,17.4500003814697,716.200012207031,45.0916642189026,28.527889919281
SY_S04_P03,,14.6372032165527,1443.24719238281,17.4500007629395,716.200012207031,38.6008033752441,9.50098133087158,Syringa Sands,SY_S04,23.6209582090378,1443.69174804688,17.4500003814697,716.200012207031,45.0916642189026,28.527889919281
SY_S05_P01,2024-02-29T06:08:07.227Z,1.27308130264282,1467.16369628906,17.2680683135986,717.269775390625,10.4821300506592,8.52383899688721,Syringa Sands,SY_S05,0.814933928847313,1468.02109375,17.3613983154297,719.696362304688,5.81641198396683,2.95501666234341
SY_S05_P02,2024-02-29T06:32:59.466Z,1.0278354883194,1468,17.3076858520508,718.2998046875,6.98751926422119,3.01066732406616,Syringa Sands,SY_S05,0.814933928847313,1468.02109375,17.3613983154297,719.696362304688,5.81641198396683,2.95501666234341
SY_S05_P03,2024-02-29T07:01:07.528Z,0.477633118629456,1468,17.3656272888184,719.806335449219,4.28675317764282,0,Syringa Sands,SY_S05,0.814933928847313,1468.02109375,17.3613983154297,719.696362304688,5.81641198396683,2.95501666234341
SY_S05_P04,2024-02-29T07:38:53.807999Z,1.21036875247955,1468,17.4147796630859,721.084289550781,6.39393091201782,3.2388162612915,Syringa Sands,SY_S05,0.814933928847313,1468.02109375,17.3613983154297,719.696362304688,5.81641198396683,2.95501666234341
SY_S05_P05,2024-02-29T08:13:13.939Z,0.0857509821653366,1468.94177246094,17.4508304595947,722.021606445313,0.931726515293121,0.00176072947215289,Syringa Sands,SY_S05,0.814933928847313,1468.02109375,17.3613983154297,719.696362304688,5.81641198396683,2.95501666234341
SY_S04_P04,2024-02-29T09:42:17.341Z,32.5200386047363,1442.73327636719,17.4500007629395,716.200012207031,66.9707260131836,37.1134262084961,Syringa Sands,SY_S04,23.6209582090378,1443.69174804688,17.4500003814697,716.200012207031,45.0916642189026,28.527889919281
SY_S04_P05,2024-02-29T10:07:30.746Z,59.5107841491699,1440.90026855469,17.4499988555908,716.200012207031,92.5958633422852,83.6475372314453,Syringa Sands,SY_S04,23.6209582090378,1443.69174804688,17.4500003814697,716.200012207031,45.0916642189026,28.527889919281
SU_S01_P01,2024-03-01T12:33:56.379002Z,1.22784888744354,1356.11730957031,18.3500003814697,607.700012207031,11.5647668838501,3.2304801940918,Summerplace,SU_S01,4.6460209608078,1357.84245605469,18.3500003814697,607.699987792969,23.1485576629639,10.7504819869995
SU_S01_P02,2024-03-01T13:28:07.330Z,2.76460218429565,1357.29565429688,18.3500003814697,607.700012207031,15.6555280685425,10.6851463317871,Summerplace,SU_S01,4.6460209608078,1357.84245605469,18.3500003814697,607.699987792969,23.1485576629639,10.7504819869995
SU_S01_P03,2024-03-01T15:03:08.026Z,10.6548938751221,1358,18.3500003814697,607.699951171875,44.9433212280273,19.3290004730225,Summerplace,SU_S01,4.6460209608078,1357.84245605469,18.3500003814697,607.699987792969,23.1485576629639,10.7504819869995
SU_S01_P04,2024-03-01T15:36:04.941Z,4.2025032043457,1359.49755859375,18.3500003814697,607.699951171875,22.0900783538818,8.4416093826294,Summerplace,SU_S01,4.6460209608078,1357.84245605469,18.3500003814697,607.699987792969,23.1485576629639,10.7504819869995
SU_S01_P05,2024-03-01T16:28:36.304001Z,4.38025665283203,1358.3017578125,18.3500003814697,607.700012207031,21.4890937805176,12.0661735534668,Summerplace,SU_S01,4.6460209608078,1357.84245605469,18.3500003814697,607.699987792969,23.1485576629639,10.7504819869995
SU_S02_P01,2024-03-02T06:17:44.512001Z,6.15609264373779,1322.72741699219,18.5500011444092,587.600036621094,16.2342376708984,11.7563791275024,Summerplace,SU_S02,2.82672857046127,1322.64973144531,18.5915096282959,593.61884765625,7.97134685516357,6.19376640319824
SU_S02_P02,2024-03-02T06:41:54.463001Z,7.67661619186401,1323,18.5500011444092,587.599975585938,20.327428817749,5.8978271484375,Summerplace,SU_S02,2.82672857046127,1322.64973144531,18.5915096282959,593.61884765625,7.97134685516357,6.19376640319824
SU_S02_P03,2024-03-02T07:02:46.284Z,0,1322.08020019531,18.5575466156006,588.694274902344,0,4.0843620300293,Summerplace,SU_S02,2.82672857046127,1322.64973144531,18.5915096282959,593.61884765625,7.97134685516357,6.19376640319824
SU_S02_P04,2024-03-02T09:15:28.440001Z,0,1322.94213867188,18.6499996185303,602.099975585938,0,0,Summerplace,SU_S02,2.82672857046127,1322.64973144531,18.5915096282959,593.61884765625,7.97134685516357,6.19376640319824
SU_S02_P05,2024-03-02T10:01:54.220001Z,0.300934016704559,1322.49890136719,18.6499996185303,602.099975585938,3.29506778717041,9.23026371002197,Summerplace,SU_S02,2.82672857046127,1322.64973144531,18.5915096282959,593.61884765625,7.97134685516357,6.19376640319824
SU_S03_P01,2024-03-02T11:32:25.094Z,7.74064028519206e-05,1350.46337890625,18.3500003814697,640.700012207031,0.000464438402559608,5.72729253768921,Summerplace,SU_S03,0.0366263505988172,1354.28076171875,18.3500003814697,640.7,0.292085355322342,5.13233307749033
SU_S03_P02,2024-03-02T12:09:18.062Z,0,1352,18.3500003814697,640.700012207031,0,1.18402755260468,Summerplace,SU_S03,0.0366263505988172,1354.28076171875,18.3500003814697,640.7,0.292085355322342,5.13233307749033
SU_S03_P03,2024-03-02T13:04:46.313999Z,0.0329553782939911,1354.7939453125,18.3500003814697,640.700012207031,0.263440817594528,0.0387793257832527,Summerplace,SU_S03,0.0366263505988172,1354.28076171875,18.3500003814697,640.7,0.292085355322342,5.13233307749033
SU_S03_P04,2024-03-02T13:40:16.115999Z,0.111840032041073,1355.20751953125,18.3500003814697,640.700012207031,0.913405418395996,10.295241355896,Summerplace,SU_S03,0.0366263505988172,1354.28076171875,18.3500003814697,640.7,0.292085355322342,5.13233307749033
SU_S03_P05,2024-03-02T14:06:17.291Z,0.0382589362561703,1358.93896484375,18.3500003814697,640.699951171875,0.283116102218628,8.41632461547852,Summerplace,SU_S03,0.0366263505988172,1354.28076171875,18.3500003814697,640.7,0.292085355322342,5.13233307749033
