plot_ID,site_ID,reserve,species,cover_percent,life_form,id_level,growth_form,height_cm,hairs,leaf_size,bulk_density,reproductive_height
JE_S01_P01,JE_S01,Jembisa,Indigofera comosa,1,Forb,species_level,Creeping forb,10,Leaves and Stems,Macro,low,5
WI_S01_P05,WI_S01,Willowisp,Indigofera comosa,5,Forb,species_level,Creeping forb,32.5,Absent,Macro,high,16
LA_S04_P03,LA_S04,Lapalala,Indigofera delagoaensis,1,Forb,species_level,Creeping forb,7,Leaves and Stems,Micro,medium,4
LA_S04_P04,LA_S04,Lapalala,Indigofera delagoaensis,1,Forb,species_level,Round forb,7,Leaves and Stems,Micro,medium,
JE_S04_P03,JE_S04,Jembisa,Indigofera delagoaensis,1,Forb,species_level,Messy forb,28,Stems,Macro,medium,8
KA_S03_P01,KA_S03,Kaingo,Indigofera delagoaensis,15,Forb,species_level,Creeping forb,12,Leaves and Stems,Macro,medium,7
KA_S05_P01,KA_S05,Kaingo,Indigofera delagoaensis,1,Forb,species_level,Creeping forb,14,Leaves and Stems,Macro,low,
MA_S04_P01,MA_S04,Marakele,Indigofera delagoaensis,5,Forb,species_level,Round forb,29,Leaves and Stems,Macro,medium,22
MA_S04_P04,MA_S04,Marakele,Indigofera delagoaensis,1,Forb,species_level,Round forb,23,Leaves and Stems,Macro,low,21
LA_S03_P04,LA_S03,Lapalala,Indigofera filipes,1,Forb,species_level,Round forb,24,Absent,Macro,low,18
LA_S03_P05,LA_S03,Lapalala,Indigofera filipes,,Forb,species_level,Straight forb,12,Absent,Micro,low,12
WI_S03_P03,WI_S03,Willowisp,Indigofera filipes,1,Forb,species_level,Straight forb,8,Absent,Micro,low,3.5
WI_S02_P01,WI_S02,Willowisp,Indigofera filipes,1,Forb,species_level,Straight forb,25,Absent,Micro,low,24
SY_S01_P03,SY_S01,Syringa Sands,Indigofera filipes,1,Forb,species_level,Straight forb,21,Absent,Macro,low,19
SY_S01_P02,SY_S01,Syringa Sands,Indigofera filipes,1,Forb,species_level,Straight forb,19,Absent,Macro,low,19
AN_S01_P03,AN_S01,Ant's Farm,Indigofera filipes,1,Forb,species_level,Straight forb,17,Stems,Micro,low,12
KA_S01_P04,KA_S01,Kaingo,Indigofera filipes,1,Forb,species_level,Straight forb,15,Absent,Macro,low,13
SW_S03_P04,SW_S03,Swebeswebe,Indigofera filipes,1,Forb,species_level,Straight forb,21,Absent,Micro,low,23
LA_S04_P05,LA_S04,Lapalala,Indigofera longipes,1,Forb,species_level,Round forb,6,Stems,Macro,medium,
WI_S01_P01,WI_S01,Willowisp,Indigofera melanadenia,1,Forb,species_level,Straight forb,40,Leaves,Macro,low,
WI_S04_P05,WI_S04,Willowisp,Indigofera melanadenia,1,Forb,species_level,Straight forb,50,Leaves and Stems,Macro,low,
SY_S03_P02,SY_S03,Syringa Sands,Indigofera melanadenia,1,Shrub,species_level,Shrub single-stemmed,54,Absent,Macro,low,
SY_S03_P03,SY_S03,Syringa Sands,Indigofera melanadenia,1,Forb,species_level,Straight forb,77,Leaves,Macro,low,
SY_S05_P01,SY_S05,Syringa Sands,Indigofera melanadenia,1,Forb,species_level,Straight forb,94,Leaves,Macro,low,88
SW_S02_P04,SW_S02,Swebeswebe,Indigofera melanadenia,1,Forb,species_level,Straight forb,30,Leaves and Stems,Macro,low,
LA_S05_P01,LA_S05,Lapalala,Indigofera mollicoma,5,Forb,species_level,Round forb,38,Leaves and Stems,Macro,high,22
LA_S05_P03,LA_S05,Lapalala,Indigofera mollicoma,15,Forb,species_level,Round forb,40,Leaves and Stems,Macro,extremely thick,35
LA_S05_P04,LA_S05,Lapalala,Indigofera mollicoma,2,Forb,species_level,Round forb,24,Stems,Macro,medium,17
JE_S03_P04,JE_S03,Jembisa,Indigofera mollicoma,1,Forb,species_level,Round forb,25,Leaves and Stems,Macro,medium,14
WI_S01_P01,WI_S01,Willowisp,Indigofera mollicoma,10,Forb,species_level,Round forb,39,Stems,Macro,high,28
JE_S05_P03,JE_S05,Jembisa,Indigofera mollicoma,1,Forb,species_level,Round forb,23,Leaves,Macro,medium,
JE_S05_P05,JE_S05,Jembisa,Indigofera mollicoma,1,Forb,species_level,Messy forb,26,Leaves and Stems,Macro,low,20
WI_S03_P04,WI_S03,Willowisp,Indigofera mollicoma,5,Forb,species_level,Round forb,35,Stems,Macro,high,20
WI_S02_P01,WI_S02,Willowisp,Indigofera mollicoma,25,Forb,species_level,Round forb,40,Absent,Macro,high,
WI_S02_P02,WI_S02,Willowisp,Indigofera mollicoma,5,Forb,species_level,Round forb,32,Absent,Macro,high,16
WI_S04_P01,WI_S04,Willowisp,Indigofera mollicoma,2,Forb,species_level,Straight forb,21,Leaves and Stems,Macro,medium,
WI_S04_P03,WI_S04,Willowisp,Indigofera mollicoma,1,Forb,species_level,Straight forb,33,Leaves and Stems,Macro,low,
SU_S02_P04,SU_S02,Summerplace,Indigofera mollicoma,2,Forb,species_level,Round forb,30,Leaves,Macro,medium,23
SU_S05_P04,SU_S05,Summerplace,Indigofera mollicoma,1,Forb,species_level,Round forb,23,Leaves and Stems,Macro,medium,12
DA_S03_P05,DA_S03,Dabchick,Indigofera mollicoma,1,Forb,species_level,Round forb,10,Leaves and Stems,Macro,high,
DA_S05_P05,DA_S05,Dabchick,Indigofera mollicoma,1,Forb,species_level,Straight forb,20,Leaves and Stems,Micro,low,
KA_S02_P03,KA_S02,Kaingo,Indigofera mollicoma,1,Forb,species_level,Round forb,26,Leaves and Stems,Macro,medium,25
KA_S02_P01,KA_S02,Kaingo,Indigofera mollicoma,1,Forb,species_level,Straight forb,17,Leaves and Stems,Macro,low,
KA_S02_P04,KA_S02,Kaingo,Indigofera mollicoma,1,Forb,species_level,Straight forb,19,Leaves and Stems,Macro,low,17
KA_S02_P05,KA_S02,Kaingo,Indigofera mollicoma,1,Forb,species_level,Straight forb,16,Leaves and Stems,Macro,low,15
KA_S03_P01,KA_S03,Kaingo,Indigofera mollicoma,1,Forb,species_level,Creeping forb,10,Leaves and Stems,Macro,medium,6
SW_S04_P03,SW_S04,Swebeswebe,Indigofera mollicoma,1,Forb,species_level,Round forb,15,Leaves and Stems,Macro,medium,
SW_S04_P05,SW_S04,Swebeswebe,Indigofera mollicoma,1,Forb,species_level,Round forb,17,Leaves and Stems,Macro,low,
MA_S02_P01,MA_S02,Marakele,Indigofera mollicoma,2,Forb,species_level,Round forb,32,Leaves and Stems,Macro,medium,41
MA_S02_P03,MA_S02,Marakele,Indigofera mollicoma,2,Forb,species_level,Straight forb,26,Leaves and Stems,Macro,low,
MA_S01_P04,MA_S01,Marakele,Indigofera mollicoma,2,Forb,species_level,Round forb,29,Leaves and Stems,Macro,medium,18
MA_S01_P05,MA_S01,Marakele,Indigofera mollicoma,1,Forb,species_level,Round forb,20,Leaves and Stems,Macro,low,
SW_S02_P02,SW_S02,Swebeswebe,Indigofera oxytropis,2,Forb,species_level,Round forb,15.5,Leaves,Macro,medium,11
SW_S02_P05,SW_S02,Swebeswebe,Indigofera oxytropis,2,Forb,species_level,Round forb,19,Leaves and Stems,Macro,low,
SW_S02_P03,SW_S02,Swebeswebe,Indigofera oxytropis,1,Forb,species_level,Round forb,23,Leaves,Macro,low,8
SW_S02_P04,SW_S02,Swebeswebe,Indigofera oxytropis,2,Forb,species_level,Round forb,17,Leaves,Macro,low,10
SW_S02_P01,SW_S02,Swebeswebe,Indigofera oxytropis,5,Forb,species_level,Round forb,22,Absent,Macro,high,20
JE_S02_P02,JE_S02,Jembisa,Indigofera philipes,1,Forb,species_level,Straight forb,19.5,Absent,Micro,low,19
JE_S04_P01,JE_S04,Jembisa,Indigofera philipes,1,Forb,species_level,Straight forb,39,Absent,Micro,low,25
JE_S04_P03,JE_S04,Jembisa,Indigofera philipes,1,Forb,species_level,Straight forb,15,Absent,Micro,low,
WI_S01_P01,WI_S01,Willowisp,Indigofera philipes,1,Forb,species_level,Straight forb,10,Absent,Micro,low,11
DA_S05_P04,DA_S05,Dabchick,Indigofera polystachya,2,Forb,species_level,Messy forb,12,Leaves and Stems,Macro,medium,11
MA_S02_P04,MA_S02,Marakele,Indigofera zeyheri,1,Forb,species_level,Messy forb,12,Leaves and Stems,Macro,low,
MA_S02_P05,MA_S02,Marakele,Indigofera zeyheri,1,Forb,species_level,Messy forb,14,Leaves and Stems,Macro,low,
JE_S02_P01,JE_S02,Jembisa,Ipomoea bolusiana,1,Forb,species_level,Straight forb,16,Absent,Thin linear,low,
JE_S03_P03,JE_S03,Jembisa,Ipomoea crassicus,1,Forb,species_level,Creeping forb,10,Leaves and Stems,Macro,low,8
KA_S03_P04,KA_S03,Kaingo,Ipomoea ommaneyi,1,Forb,species_level,Creeping forb,10,Leaves and Stems,Macro,low,
AN_S04_P02,AN_S04,Ant's Farm,Ipomoea robertsiana,1,Forb,species_level,Straight forb,12,Leaves and Stems,Macro,low,12
KA_S03_P02,KA_S03,Kaingo,Jasminium multipartum,2,Forb,species_level,Round forb,81,Absent,Macro,medium,
LA_S01_P02,LA_S01,Lapalala,Jatropha zeyheri,1,Forb,species_level,Round forb,5,Absent,Macro,medium,
LA_S01_P04,LA_S01,Lapalala,Jatropha zeyheri,1,Forb,species_level,Round forb,7,Absent,Macro,high,
LA_S01_P05,LA_S01,Lapalala,Jatropha zeyheri,1,Forb,species_level,Round forb,10,Leaves and Stems,Macro,medium,
LA_S03_P04,LA_S03,Lapalala,Jatropha zeyheri,1,Forb,species_level,Round forb,11,Absent,Macro,medium,
JE_S04_P01,JE_S04,Jembisa,Jatropha zeyheri,2,Forb,species_level,Round forb,10,Stems,Macro,high,
JE_S04_P03,JE_S04,Jembisa,Jatropha zeyheri,1,Forb,species_level,Round forb,16,Stems,Macro,medium,
WI_S03_P05,WI_S03,Willowisp,Jatropha zeyheri,1,Forb,species_level,Straight forb,28,Leaves and Stems,Macro,medium,
SY_S04_P03,SY_S04,Syringa Sands,Justicia anagalloides,1,Forb,species_level,Creeping forb,21,Absent,Macro,low,21
SY_S04_P04,SY_S04,Syringa Sands,Justicia anagalloides,1,Forb,species_level,Round forb,24.5,Absent,Micro,medium,23
AN_S02_P03,AN_S02,Ant's Farm,Justicia matammensis,5,Forb,species_level,Round forb,15,Leaves and Stems,Micro,high,10
AN_S02_P01,AN_S02,Ant's Farm,Justicia matammensis,5,Forb,species_level,Round forb,17,Leaves and Stems,Micro,medium,7
AN_S02_P02,AN_S02,Ant's Farm,Justicia matammensis,5,Forb,species_level,Round forb,17,Leaves and Stems,Micro,medium,14
AN_S02_P05,AN_S02,Ant's Farm,Justicia matammensis,5,Forb,species_level,Round forb,17,Stems,Micro,medium,12
AN_S02_P04,AN_S02,Ant's Farm,Justicia matammensis,2,Forb,species_level,Round forb,21,Leaves and Stems,Micro,medium,
SY_S05_P03,SY_S05,Syringa Sands,Justicia odora,1,Forb,species_level,Creeping forb,9,Absent,Micro,low,
AN_S04_P04,AN_S04,Ant's Farm,Justicia petiolaris,1,Forb,species_level,Round forb,1.5,Absent,Micro,medium,1.5
WI_S05_P04,WI_S05,Willowisp,Kalanchoe luciae,1,Forb,species_level,Cussion forb,1,Absent,Macro,high,
WI_S01_P03,WI_S01,Willowisp,Kalanchoe luciae,1,Forb,species_level,Round forb,25,Absent,Macro,low,
SY_S03_P04,SY_S03,Syringa Sands,Kalanchoe luciae,1,Forb,species_level,Cussion forb,8.5,Absent,Macro,high,
WI_S02_P04,WI_S02,Willowisp,Kalanchoe paniculata,1,Forb,species_level,Straight forb,38,Absent,Macro,low,64
WI_S05_P04,WI_S05,Willowisp,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,57,Absent,Thin linear,low,88
SU_S05_P03,SU_S05,Summerplace,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,23,Absent,Thin linear,low,48
DA_S05_P01,DA_S05,Dabchick,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,24,Absent,Thin linear,low,68
DA_S05_P05,DA_S05,Dabchick,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,36,Absent,Thin linear,low,56
AN_S05_P02,AN_S05,Ant's Farm,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,27,Absent,Thin linear,low,41
AN_S05_P05,AN_S05,Ant's Farm,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,10,Absent,Thin linear,low,22
MA_S02_P01,MA_S02,Marakele,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,42,Absent,Thin linear,low,44
MA_S02_P05,MA_S02,Marakele,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,42,Absent,Thin linear,low,50
MA_S01_P04,MA_S01,Marakele,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,19,Absent,Thin linear,low,39
MA_S05_P03,MA_S05,Marakele,Kyphocarpa angustifolia,1,Forb,species_level,Straight forb,13,Absent,Thin linear,low,
DA_S02_P02,DA_S02,Dabchick,Laggera crispata,1,Forb,species_level,Straight forb,42,Leaves and Stems,Macro,medium,
SY_S02_P03,SY_S02,Syringa Sands,Lannea discolor,2,Shrub,species_level,Shrub multi-stemmed,84,Absent,Macro,medium,
DA_S01_P02,DA_S01,Dabchick,Lannea discolor,1,Forb,species_level,Round forb,9,Stems,Macro,medium,
KA_S01_P01,KA_S01,Kaingo,Lannea discolor,1,Shrub,species_level,Shrub multi-stemmed,33,Absent,Macro,medium,
SW_S03_P05,SW_S03,Swebeswebe,Lannea discolor,1,Shrub,species_level,Shrub single-stemmed,160,Absent,Mega,low,
SY_S05_P01,SY_S05,Syringa Sands,Lannea edulis,2,Forb,species_level,Straight forb,21,Absent,Macro,medium,
SY_S04_P05,SY_S04,Syringa Sands,Lannea edulis,5,Forb,species_level,Round forb,19.5,Absent,Macro,medium,
DA_S01_P04,DA_S01,Dabchick,Lantana camara,1,Shrub,species_level,Shrub multi-stemmed,51,Absent,Macro,low,
LA_S01_P03,LA_S01,Lapalala,Lantana rugosa,1,Forb,species_level,Straight forb,41,Absent,Micro,medium,
JE_S05_P04,JE_S05,Jembisa,Lantana rugosa,1,Forb,species_level,Straight forb,19,Stems,Thin linear,medium,
AN_S05_P01,AN_S05,Ant's Farm,Lantana rugosa,1,Forb,species_level,Straight forb,43,Absent,Macro,low,23
SU_S02_P03,SU_S02,Summerplace,Lasiosiphon capitatus,5,Forb,species_level,Round forb,33,Absent,Micro,medium,
SW_S01_P03,SW_S01,Swebeswebe,Laudetia flavida,1,Graminoid,species_level,Angry tussock graminoid,10,Leaves,Thin linear,medium,
SW_S02_P03,SW_S02,Swebeswebe,Laudetia flavida,1,Graminoid,species_level,Angry tussock graminoid,9,Leaves,Thin linear,extremely thick,
SW_S02_P04,SW_S02,Swebeswebe,Laudetia flavida,15,Graminoid,species_level,Relaxed tussock graminoid,20,Leaves,Thin linear,high,77
SW_S04_P02,SW_S04,Swebeswebe,Laudetia flavida,15,Graminoid,species_level,Angry tussock graminoid,26,Leaves,Thin linear,high,67
SW_S04_P03,SW_S04,Swebeswebe,Laudetia flavida,30,Graminoid,species_level,Angry tussock graminoid,22,Leaves,Thin linear,extremely thick,87
SW_S04_P05,SW_S04,Swebeswebe,Laudetia flavida,15,Graminoid,species_level,Relaxed tussock graminoid,30,Leaves,Thin linear,extremely thick,80
AN_S01_P04,AN_S01,Ant's Farm,Ledebouria cooperi,1,Forb,species_level,Round forb,10,Absent,Thick linear,medium,
AN_S04_P02,AN_S04,Ant's Farm,Ledebouria inquinata,2,Forb,species_level,Round forb,8,Absent,Thick linear,high,
JE_S05_P02,JE_S05,Jembisa,Ledebouria papillata,1,Forb,species_level,Cussion forb,5.5,Absent,Thin linear,low,
WI_S01_P04,WI_S01,Willowisp,Ledebouria papillata,1,Forb,species_level,Round forb,13,Absent,Thick linear,low,
WI_S02_P03,WI_S02,Willowisp,Ledebouria papillata,1,Forb,species_level,,8.5,Absent,Thick linear,low,
SY_S05_P03,SY_S05,Syringa Sands,Ledebouria papillata,1,Forb,species_level,Round forb,16,Absent,Thick linear,low,
KA_S05_P05,KA_S05,Kaingo,Ledebouria papillata,1,Forb,species_level,Straight forb,4,Absent,Thick linear,low,
MA_S01_P03,MA_S01,Marakele,Ledebouria papillata,1,Forb,species_level,Straight forb,9.5,Absent,Thick linear,low,
DA_S03_P04,DA_S03,Dabchick,Ledebouria revoluta,1,Forb,species_level,Round forb,3,Absent,Macro,high,
DA_S04_P05,DA_S04,Dabchick,Ledebouria sp,1,Forb,higher_level,Round forb,27,Absent,Thick linear,medium,
KA_S03_P01,KA_S03,Kaingo,Ledebouria sp,1,Forb,higher_level,Straight forb,9,Absent,Macro,low,
WI_S02_P03,WI_S02,Willowisp,Leonotis glabrata,1,Forb,species_level,Round forb,31,Stems,Micro,medium,30
DA_S02_P02,DA_S02,Dabchick,Lepidagathis scabra,2,Forb,species_level,Cussion forb,8,Leaves and Stems,Macro,high,3
AN_S04_P03,AN_S04,Ant's Farm,Lepidagathis scabra,2,Forb,species_level,Round forb,9,Leaves and Stems,Thin linear,high,9
MA_S01_P05,MA_S01,Marakele,Lepidagathis scabra,1,Forb,species_level,Straight forb,11,Leaves and Stems,Thin linear,low,9
LA_S01_P04,LA_S01,Lapalala,Limeum fenestratum,1,Forb,species_level,Straight forb,28,Absent,Thin linear,low,28
LA_S03_P01,LA_S03,Lapalala,Limeum fenestratum,1,Forb,species_level,Round forb,10,Absent,Thin linear,low,10
LA_S03_P02,LA_S03,Lapalala,Limeum fenestratum,1,Forb,species_level,Straight forb,40,Absent,Thin linear,low,40
LA_S03_P04,LA_S03,Lapalala,Limeum fenestratum,1,Forb,species_level,Straight forb,18,Absent,Thin linear,low,20
LA_S04_P03,LA_S04,Lapalala,Limeum fenestratum,1,Forb,species_level,Straight forb,1.5,Absent,Thin linear,low,20
JE_S03_P02,JE_S03,Jembisa,Limeum fenestratum,1,Forb,species_level,Straight forb,12,Absent,Thin linear,low,15
AN_S02_P04,AN_S02,Ant's Farm,Limeum fenestratum,1,Forb,species_level,Messy forb,17,Absent,Thin linear,low,29
KA_S04_P02,KA_S04,Kaingo,Limeum maybe,1,Forb,no,Straight forb,11,Absent,Macro,low,11
KA_S04_P05,KA_S04,Kaingo,Limeum maybe,1,Forb,no,Straight forb,13,Absent,Micro,low,
DA_S01_P04,DA_S01,Dabchick,Limeum sulcatum,1,Forb,species_level,Straight forb,11,Absent,Thin linear,low,8.5
KA_S01_P01,KA_S01,Kaingo,Limeum sulcatum,1,Forb,species_level,Straight forb,23,Absent,Thin linear,low,13
LA_S01_P02,LA_S01,Lapalala,Limeum viscosum,1,Forb,species_level,Round forb,7,Absent,Micro,medium,5
JE_S01_P01,JE_S01,Jembisa,Limeum viscosum,1,Forb,species_level,Creeping forb,4,Leaves and Stems,Micro,low,3
JE_S05_P01,JE_S05,Jembisa,Limeum viscosum,1,Forb,species_level,Round forb,5.5,Absent,Macro,low,4
WI_S05_P02,WI_S05,Willowisp,Limeum viscosum,1,Forb,species_level,Creeping forb,21,Absent,Macro,low,18
WI_S03_P04,WI_S03,Willowisp,Limeum viscosum,1,Forb,species_level,Creeping forb,8.5,Absent,Macro,medium,6
WI_S02_P01,WI_S02,Willowisp,Limeum viscosum,1,Forb,species_level,Straight forb,11.5,Absent,Macro,low,9
WI_S02_P02,WI_S02,Willowisp,Limeum viscosum,1,Forb,species_level,Straight forb,6,Leaves and Stems,Micro,low,5.5
WI_S04_P01,WI_S04,Willowisp,Limeum viscosum,1,Forb,species_level,Straight forb,7,Absent,Macro,medium,5.5
SU_S05_P05,SU_S05,Summerplace,Limeum viscosum,1,Forb,species_level,Round forb,6,Leaves and Stems,Micro,low,5
DA_S03_P03,DA_S03,Dabchick,Limeum viscosum,1,Forb,species_level,Messy forb,7,Leaves,Thin linear,low,8
AN_S03_P01,AN_S03,Ant's Farm,Limeum viscosum,1,Forb,species_level,Creeping forb,3,Stems,Micro,low,3
AN_S05_P03,AN_S05,Ant's Farm,Limeum viscosum,1,Forb,species_level,Creeping forb,4,Absent,Micro,low,3.5
AN_S04_P02,AN_S04,Ant's Farm,Limeum viscosum,2,Forb,species_level,Creeping forb,5,Stems,Micro,low,5
KA_S03_P01,KA_S03,Kaingo,Limeum viscosum,1,Forb,species_level,Creeping forb,4,Absent,Micro,low,3
SW_S01_P03,SW_S01,Swebeswebe,Limeum viscosum,1,Forb,species_level,Round forb,8,Absent,Thin linear,medium,5
SW_S02_P02,SW_S02,Swebeswebe,Limeum viscosum,2,Forb,species_level,Creeping forb,7,Absent,Thick linear,low,6
SW_S02_P04,SW_S02,Swebeswebe,Limeum viscosum,1,Forb,species_level,Creeping forb,15,Absent,Micro,low,15
SW_S04_P02,SW_S04,Swebeswebe,Limeum viscosum,1,Forb,species_level,Round forb,6,Absent,Thin linear,medium,3.5
SW_S04_P01,SW_S04,Swebeswebe,Limeum viscosum,1,Forb,species_level,Round forb,5,Absent,Thin linear,medium,4.5
WI_S01_P02,WI_S01,Willowisp,Linderniella wilmsii,1,Forb,species_level,Straight forb,2.5,Absent,Micro,low,3
SY_S02_P05,SY_S02,Syringa Sands,Lippia javanica,2,Forb,species_level,Round forb,52,Leaves and Stems,Macro,medium,56
SU_S04_P03,SU_S04,Summerplace,Lippia javanica,5,Shrub,species_level,Shrub single-stemmed,85,Absent,Macro,medium,63
DA_S01_P03,DA_S01,Dabchick,Lippia javanica,2,Shrub,species_level,Shrub multi-stemmed,170,Absent,Macro,medium,140
DA_S01_P04,DA_S01,Dabchick,Lippia javanica,5,Shrub,species_level,Shrub multi-stemmed,56,Absent,Thin linear,medium,
DA_S01_P05,DA_S01,Dabchick,Lippia javanica,2,Shrub,species_level,Shrub multi-stemmed,128,Absent,Macro,high,99
DA_S03_P02,DA_S03,Dabchick,Lippia javanica,2,Shrub,species_level,Shrub multi-stemmed,58,Stems,Macro,medium,
DA_S03_P03,DA_S03,Dabchick,Lippia javanica,1,Shrub,species_level,Shrub single-stemmed,58,Stems,Macro,medium,
DA_S02_P01,DA_S02,Dabchick,Lippia javanica,5,Shrub,species_level,Shrub multi-stemmed,82,Absent,Macro,low,80
DA_S02_P05,DA_S02,Dabchick,Lippia javanica,10,Shrub,species_level,Shrub multi-stemmed,80,Absent,Macro,high,80
DA_S05_P01,DA_S05,Dabchick,Lippia javanica,1,Forb,species_level,Straight forb,30,Absent,Macro,low,30.5
DA_S05_P02,DA_S05,Dabchick,Lippia javanica,2,Shrub,species_level,Shrub single-stemmed,124,Absent,Macro,high,84
AN_S03_P02,AN_S03,Ant's Farm,Lippia javanica,1,Shrub,species_level,Shrub single-stemmed,71,Absent,Macro,low,
AN_S02_P05,AN_S02,Ant's Farm,Lippia javanica,2,Shrub,species_level,Shrub multi-stemmed,90,Leaves,Macro,low,78
MA_S01_P01,MA_S01,Marakele,Lippia javanica,2,Forb,species_level,Round forb,19,Absent,Macro,low,
MA_S03_P04,MA_S03,Marakele,Lippia javanica,2,Forb,species_level,Round forb,40,Absent,Macro,low,15
MA_S04_P03,MA_S04,Marakele,Lippia javanica,1,Forb,species_level,Round forb,11,Stems,Macro,medium,
MA_S04_P05,MA_S04,Marakele,Lippia javanica,1,Forb,species_level,Round forb,30,Leaves and Stems,Macro,low,
JE_S02_P01,JE_S02,Jembisa,Listia heterophylla,1,Forb,species_level,Creeping forb,1.5,Absent,Macro,low,
JE_S02_P03,JE_S02,Jembisa,Listia heterophylla,1,Forb,species_level,Round forb,3.5,Absent,Macro,low,
JE_S02_P05,JE_S02,Jembisa,Listia heterophylla,1,Forb,species_level,Creeping forb,4,Absent,Macro,low,
DA_S02_P02,DA_S02,Dabchick,Listia heterophylla,1,Forb,species_level,Creeping forb,5,Absent,Macro,low,
DA_S03_P03,DA_S03,Dabchick,Long spiky leaves,1,Forb,no,Round forb,26,Absent,Thick linear,low,
LA_S04_P03,LA_S04,Lapalala,Lophiocarpus tenuissimus,1,Forb,species_level,Straight forb,17,Absent,Micro,low,21
DA_S03_P01,DA_S03,Dabchick,Lophiocarpus tenuissimus,1,Forb,species_level,Straight forb,9,Absent,Thin linear,low,14
DA_S03_P02,DA_S03,Dabchick,Lophiocarpus tenuissimus,1,Forb,species_level,Straight forb,14,Absent,Micro,low,20
DA_S03_P04,DA_S03,Dabchick,Lophiocarpus tenuissimus,1,Forb,species_level,Straight forb,9,Absent,Thin linear,low,11
DA_S04_P04,DA_S04,Dabchick,Lophiocarpus tenuissimus,1,Forb,species_level,Straight forb,12,Absent,Micro,low,21
LA_S01_P01,LA_S01,Lapalala,Loudetia flavida,25,Graminoid,species_level,,17.5,Stems,Thin linear,extremely thick,85
LA_S01_P02,LA_S01,Lapalala,Loudetia flavida,10,Graminoid,species_level,Angry tussock graminoid,27,Stems,Thin linear,extremely thick,85
LA_S01_P04,LA_S01,Lapalala,Loudetia flavida,20,Graminoid,species_level,Angry tussock graminoid,30,Absent,Thin linear,extremely thick,100
LA_S01_P05,LA_S01,Lapalala,Loudetia flavida,30,Graminoid,species_level,Angry tussock graminoid,25,Stems,Thin linear,extremely thick,65
LA_S02_P04,LA_S02,Lapalala,Loudetia flavida,5,Graminoid,species_level,Angry tussock graminoid,25,Stems,Thin linear,medium,100
LA_S05_P05,LA_S05,Lapalala,Loudetia flavida,10,Graminoid,species_level,Relaxed tussock graminoid,35,Stems,Thin linear,medium,75
LA_S05_P03,LA_S05,Lapalala,Loudetia flavida,15,Graminoid,species_level,Relaxed tussock graminoid,20,Leaves and Stems,Thin linear,high,80
JE_S01_P01,JE_S01,Jembisa,Loudetia flavida,15,Graminoid,species_level,Angry tussock graminoid,45,Leaves and Stems,Thin linear,extremely thick,100
JE_S01_P05,JE_S01,Jembisa,Loudetia flavida,15,Graminoid,species_level,Angry tussock graminoid,40,Leaves and Stems,Thin linear,extremely thick,82
JE_S01_P03,JE_S01,Jembisa,Loudetia flavida,5,Graminoid,species_level,Angry tussock graminoid,39,Leaves,Thin linear,high,85
JE_S02_P02,JE_S02,Jembisa,Loudetia flavida,5,Graminoid,species_level,Relaxed tussock graminoid,40,Stems,Thin linear,medium,95
JE_S04_P01,JE_S04,Jembisa,Loudetia flavida,20,Graminoid,species_level,Angry tussock graminoid,27,Absent,Thin linear,extremely thick,79
JE_S04_P02,JE_S04,Jembisa,Loudetia flavida,20,Graminoid,species_level,Relaxed tussock graminoid,35,Absent,Thin linear,extremely thick,89
JE_S04_P03,JE_S04,Jembisa,Loudetia flavida,10,Graminoid,species_level,Angry tussock graminoid,27,Absent,Thin linear,extremely thick,89
JE_S04_P04,JE_S04,Jembisa,Loudetia flavida,35,Graminoid,species_level,Relaxed tussock graminoid,22,Leaves and Stems,Thin linear,extremely thick,98
WI_S01_P01,WI_S01,Willowisp,Loudetia flavida,1,Graminoid,species_level,Angry tussock graminoid,38,Stems,Thin linear,extremely thick,64
WI_S05_P01,WI_S05,Willowisp,Loudetia flavida,10,Graminoid,species_level,Relaxed tussock graminoid,46,Absent,Thin linear,extremely thick,85
WI_S05_P03,WI_S05,Willowisp,Loudetia flavida,5,Graminoid,species_level,Angry tussock graminoid,34,Absent,Thin linear,high,76
WI_S05_P04,WI_S05,Willowisp,Loudetia flavida,5,Graminoid,species_level,Angry tussock graminoid,27,Absent,Thin linear,extremely thick,83
WI_S05_P05,WI_S05,Willowisp,Loudetia flavida,5,Graminoid,species_level,Angry tussock graminoid,28,Absent,Thin linear,extremely thick,101
WI_S01_P05,WI_S01,Willowisp,Loudetia flavida,10,Graminoid,species_level,Angry tussock graminoid,27,Stems,Thin linear,extremely thick,71
WI_S03_P02,WI_S03,Willowisp,Loudetia flavida,5,Graminoid,species_level,Relaxed tussock graminoid,40,Absent,Thin linear,extremely thick,95
WI_S02_P02,WI_S02,Willowisp,Loudetia flavida,5,Graminoid,species_level,Relaxed tussock graminoid,28,Leaves and Stems,Thin linear,low,110
